Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AQI,Hour,Month
2004-04-20,1900-01-01 00:00:00,1.3833333333333335,937.0,3.9,703.0,187.684375,1136.0,86.125,1377.0,637.0,9.9,77.7,0.9497,332.5112781954887,0,4
2004-04-20,1900-01-01 01:00:00,1.1624999999999999,887.0,2.9,648.0,154.840625,1222.0,71.41666666666667,1357.0,553.0,9.5,80.2,0.9533,449.0,1,4
2004-04-20,1900-01-01 02:00:00,0.9,806.0,1.5,544.0,116.11598746081505,1429.0,60.333333333333336,1290.0,449.0,9.5,79.7,0.9489,382.029702970297,2,4
2004-04-20,1900-01-01 03:00:00,0.7000000000000001,771.0,0.8,483.0,114.57692307692308,1587.0,59.5,1277.0,485.0,9.7,78.9,0.9487,393.7920792079208,3,4
2004-04-20,1900-01-01 04:00:00,0.5599999999999999,802.0,1.2,519.0,79.02492211838006,1523.0,46.30434782608695,1315.0,540.0,9.8,80.0,0.967,436.0,4,4
2004-04-20,1900-01-01 05:00:00,0.65,878.0,2.9,644.0,85.20186335403727,1260.0,54.25,1410.0,685.0,10.0,79.6,0.98,340.69924812030075,5,4
2004-04-20,1900-01-01 06:00:00,1.1041666666666667,1070.0,7.6,883.0,123.46894409937889,942.0,72.66666666666667,1625.0,925.0,10.3,79.4,0.9927,394.0451127819549,6,4
2004-04-20,1900-01-01 07:00:00,2.775,1430.0,20.7,1316.0,223.08074534161491,638.0,100.0,2069.0,1382.0,11.0,77.4,1.0135,0.0,7,4
2004-04-20,1900-01-01 08:00:00,3.4791666666666665,1565.0,29.9,1549.0,340.57413249211356,540.0,106.08333333333333,2396.0,1645.0,12.3,69.2,0.9906,0.0,8,4
2004-04-20,1900-01-01 09:00:00,2.864,1365.0,20.1,1299.0,356.0217391304348,637.0,113.08,1999.0,1514.0,14.5,60.4,0.9936,487.593984962406,9,4
2004-04-20,1900-01-01 10:00:00,2.24,1348.0,17.1,1214.0,334.429012345679,678.0,110.2,1874.0,1509.0,16.0,56.3,1.0185,456.57894736842104,10,4
2004-04-20,1900-01-01 11:00:00,2.04,1311.0,19.4,1279.0,298.167701863354,648.0,107.2,1991.0,1520.0,18.1,51.1,1.0551,485.609022556391,11,4
2004-04-20,1900-01-01 12:00:00,2.16,1302.0,18.7,1260.0,267.45510835913313,658.0,104.32,1970.0,1471.0,23.0,37.5,1.0389,480.3984962406015,12,4
2004-04-20,1900-01-01 13:00:00,2.2041666666666666,1250.0,15.8,1173.0,249.13707165109034,720.0,103.58333333333333,1870.0,1282.0,21.8,39.6,1.0209,455.5864661654135,13,4
2004-04-20,1900-01-01 14:00:00,2.1,1083.0,10.3,988.0,237.96226415094338,859.0,102.43478260869566,1643.0,1004.0,21.9,37.2,0.9683,398.5112781954887,14,4
2004-04-20,1900-01-01 15:00:00,2.231818181818182,1005.0,7.9,894.0,232.4375,956.0,105.36363636363636,1530.0,714.0,23.8,31.4,0.9132,370.4736842105263,15,4
2004-04-20,1900-01-01 16:00:00,2.2227272727272727,1129.0,13.7,1107.0,255.95,844.0,106.13636363636364,1742.0,940.0,25.9,26.9,0.8845,423.82706766917295,16,4
2004-04-20,1900-01-01 17:00:00,2.926086956521739,1327.0,19.7,1289.0,299.80625,712.0,118.69565217391305,1938.0,1272.0,25.8,29.9,0.9808,472.45864661654133,17,4
2004-04-20,1900-01-01 18:00:00,3.395652173913043,1428.0,25.3,1437.0,343.3448275862069,599.0,129.65217391304347,2156.0,1526.0,22.6,39.5,1.0679,0.0,18,4
2004-04-20,1900-01-01 19:00:00,4.095652173913043,1426.0,23.9,1400.0,357.7617554858934,612.0,137.7826086956522,2102.0,1488.0,19.9,45.0,1.0364,0.0,19,4
2004-04-20,1900-01-01 20:00:00,3.491304347826087,1310.0,20.6,1313.0,343.3613707165109,663.0,130.95652173913044,1958.0,1475.0,17.9,47.4,0.9657,477.42105263157896,20,4
2004-04-20,1900-01-01 21:00:00,2.0565217391304347,1114.0,12.3,1059.0,284.975,792.0,106.26086956521739,1704.0,1182.0,16.8,50.4,0.9545,414.3984962406015,21,4
2004-04-20,1900-01-01 22:00:00,1.7956521739130433,991.0,7.7,889.0,215.4576802507837,932.0,97.8695652173913,1550.0,933.0,16.0,52.0,0.9375,375.43609022556393,22,4
2004-04-20,1900-01-01 23:00:00,1.8043478260869565,1089.0,9.0,940.0,194.97492163009403,866.0,96.95652173913044,1589.0,1001.0,14.2,59.1,0.952,385.1127819548872,23,4
2004-04-21,1900-01-01 00:00:00,1.3833333333333335,911.0,4.5,740.0,187.684375,1071.0,86.125,1412.0,756.0,14.2,56.7,0.9111,341.1954887218045,0,4
2004-04-21,1900-01-01 01:00:00,1.1624999999999999,1005.0,5.8,802.0,154.840625,976.0,71.41666666666667,1474.0,952.0,12.2,67.7,0.9625,356.57894736842104,1,4
2004-04-21,1900-01-01 02:00:00,0.9,863.0,3.2,664.0,116.11598746081505,1172.0,60.333333333333336,1381.0,808.0,13.2,61.7,0.9328,333.50375939849624,2,4
2004-04-21,1900-01-01 03:00:00,0.7000000000000001,857.0,3.0,653.0,114.57692307692308,1197.0,59.5,1375.0,779.0,10.9,71.0,0.9249,332.01503759398497,3,4
2004-04-21,1900-01-01 04:00:00,0.5599999999999999,804.0,2.0,585.0,79.02492211838006,1301.0,46.30434782608695,1319.0,717.0,11.3,67.6,0.9038,318.1203007518797,4,4
2004-04-21,1900-01-01 05:00:00,0.65,871.0,3.7,694.0,85.20186335403727,1160.0,54.25,1421.0,779.0,10.1,71.8,0.888,343.42857142857144,5,4
2004-04-21,1900-01-01 06:00:00,1.1041666666666667,1035.0,8.7,929.0,123.46894409937889,887.0,72.66666666666667,1599.0,1009.0,10.2,70.9,0.8841,387.593984962406,6,4
2004-04-21,1900-01-01 07:00:00,2.775,1513.0,27.0,1480.0,223.08074534161491,572.0,100.0,2249.0,1595.0,11.8,66.0,0.9085,0.0,7,4
2004-04-21,1900-01-01 08:00:00,3.4791666666666665,1726.0,40.3,1776.0,340.57413249211356,478.0,106.08333333333333,2684.0,1940.0,14.0,58.2,0.9271,0.0,8,4
2004-04-21,1900-01-01 09:00:00,2.864,1396.0,20.0,1296.0,356.0217391304348,619.0,113.08,1991.0,1628.0,17.0,50.2,0.9646,485.609022556391,9,4
2004-04-21,1900-01-01 10:00:00,2.24,1333.0,17.1,1212.0,334.429012345679,668.0,110.2,1854.0,1573.0,22.3,36.9,0.9838,451.61654135338347,10,4
2004-04-21,1900-01-01 11:00:00,2.04,1161.0,11.0,1016.0,298.167701863354,849.0,107.2,1642.0,1187.0,24.4,30.9,0.934,398.2631578947368,11,4
2004-04-21,1900-01-01 12:00:00,2.16,1081.0,10.6,1000.0,267.45510835913313,900.0,104.32,1561.0,900.0,25.9,26.7,0.8771,378.16541353383457,12,4
2004-04-21,1900-01-01 13:00:00,2.2041666666666666,1075.0,10.5,998.0,249.13707165109034,914.0,103.58333333333333,1574.0,800.0,25.8,26.1,0.854,381.390977443609,13,4
2004-04-21,1900-01-01 14:00:00,2.1,1055.0,9.6,964.0,237.96226415094338,953.0,102.43478260869566,1513.0,770.0,26.3,24.8,0.8393,366.2556390977444,14,4
2004-04-21,1900-01-01 15:00:00,2.231818181818182,1053.0,9.3,953.0,232.4375,988.0,105.36363636363636,1483.0,758.0,27.0,22.2,0.7805,358.812030075188,15,4
2004-04-21,1900-01-01 16:00:00,2.2227272727272727,1087.0,12.7,1075.0,255.95,944.0,106.13636363636364,1558.0,886.0,27.3,20.5,0.7308,377.42105263157896,16,4
2004-04-21,1900-01-01 17:00:00,2.926086956521739,1304.0,19.8,1291.0,299.80625,765.0,118.69565217391305,1838.0,1219.0,25.8,24.1,0.7912,447.6466165413534,17,4
2004-04-21,1900-01-01 18:00:00,3.395652173913043,1625.0,32.5,1608.0,343.3448275862069,601.0,129.65217391304347,2271.0,1725.0,25.3,28.9,0.9151,0.0,18,4
2004-04-21,1900-01-01 19:00:00,4.095652173913043,1649.0,33.6,1633.0,357.7617554858934,584.0,137.7826086956522,2328.0,1745.0,23.8,33.7,0.9786,0.0,19,4
2004-04-21,1900-01-01 20:00:00,3.491304347826087,1443.0,26.0,1455.0,343.3613707165109,635.0,130.95652173913044,2073.0,1600.0,21.4,36.0,0.9059,0.0,20,4
2004-04-21,1900-01-01 21:00:00,2.0565217391304347,1209.0,16.4,1193.0,284.975,753.0,106.26086956521739,1737.0,1310.0,19.8,39.5,0.9016,422.5864661654135,21,4
2004-04-21,1900-01-01 22:00:00,1.7956521739130433,1105.0,10.6,1000.0,215.4576802507837,847.0,97.8695652173913,1573.0,1208.0,19.2,42.1,0.9273,381.1428571428571,22,4
2004-04-21,1900-01-01 23:00:00,1.8043478260869565,1020.0,7.1,863.0,194.97492163009403,933.0,96.95652173913044,1492.0,1074.0,18.8,45.8,0.9855,361.0451127819549,23,4
2004-04-22,1900-01-01 00:00:00,1.3833333333333335,991.0,6.4,828.0,187.684375,973.0,86.125,1469.0,993.0,17.1,50.8,0.9828,355.3383458646617,0,4
2004-04-22,1900-01-01 01:00:00,1.1624999999999999,937.0,4.6,741.0,154.840625,1058.0,71.41666666666667,1420.0,923.0,16.2,53.4,0.9775,343.18045112781954,1,4
2004-04-22,1900-01-01 02:00:00,0.9,882.0,3.0,654.0,116.11598746081505,1141.0,60.333333333333336,1377.0,819.0,16.0,53.5,0.9691,332.5112781954887,2,4
2004-04-22,1900-01-01 03:00:00,0.7000000000000001,843.0,2.2,597.0,114.57692307692308,1242.0,59.5,1341.0,727.0,14.3,59.2,0.9601,323.57894736842104,3,4
2004-04-22,1900-01-01 04:00:00,0.5599999999999999,819.0,1.7,565.0,79.02492211838006,1295.0,46.30434782608695,1316.0,694.0,13.3,62.6,0.9498,317.37593984962405,4,4
2004-04-22,1900-01-01 05:00:00,0.65,834.0,2.2,596.0,85.20186335403727,1276.0,54.25,1335.0,727.0,13.4,59.5,0.9097,322.09022556390977,5,4
2004-04-22,1900-01-01 06:00:00,1.1041666666666667,977.0,5.7,800.0,123.46894409937889,990.0,72.66666666666667,1474.0,926.0,12.2,64.1,0.9062,356.57894736842104,6,4
2004-04-22,1900-01-01 07:00:00,2.775,1234.0,13.8,1109.0,223.08074534161491,767.0,100.0,1729.0,1194.0,13.9,57.2,0.9029,420.6015037593985,7,4
2004-04-22,1900-01-01 08:00:00,3.4791666666666665,1403.0,21.6,1340.0,340.57413249211356,623.0,106.08333333333333,2003.0,1502.0,15.2,53.2,0.9107,488.5864661654135,8,4
2004-04-22,1900-01-01 09:00:00,2.864,1538.0,26.1,1458.0,356.0217391304348,593.0,113.08,2186.0,1743.0,19.2,41.6,0.9154,0.0,9,4
2004-04-22,1900-01-01 10:00:00,2.24,1343.0,20.1,1299.0,334.429012345679,694.0,110.2,1945.0,1542.0,23.7,30.6,0.8854,474.1954887218045,10,4
2004-04-22,1900-01-01 11:00:00,2.04,1243.0,15.4,1162.0,298.167701863354,766.0,107.2,1731.0,1354.0,26.1,26.8,0.8921,421.09774436090225,11,4
2004-04-22,1900-01-01 12:00:00,2.16,1201.0,13.6,1102.0,267.45510835913313,814.0,104.32,1682.0,1175.0,28.1,24.4,0.9138,408.9398496240602,12,4
2004-04-22,1900-01-01 13:00:00,2.2041666666666666,1121.0,11.1,1020.0,249.13707165109034,893.0,103.58333333333333,1585.0,916.0,28.3,23.9,0.906,384.1203007518797,13,4
2004-04-22,1900-01-01 14:00:00,2.1,1087.0,12.2,1055.0,237.96226415094338,908.0,102.43478260869566,1562.0,818.0,28.0,21.0,0.7814,378.4135338345865,14,4
2004-04-22,1900-01-01 15:00:00,2.231818181818182,1165.0,17.5,1225.0,232.4375,824.0,105.36363636363636,1676.0,1028.0,30.8,16.4,0.7167,407.45112781954884,15,4
2004-04-22,1900-01-01 16:00:00,2.2227272727272727,1224.0,19.1,1270.0,255.95,806.0,106.13636363636364,1739.0,1113.0,31.3,16.2,0.7262,423.0827067669173,16,4
2004-04-22,1900-01-01 17:00:00,2.926086956521739,1431.0,27.1,1482.0,299.80625,679.0,118.69565217391305,2025.0,1431.0,29.4,20.5,0.8262,494.0451127819549,17,4
2004-04-22,1900-01-01 18:00:00,3.395652173913043,1433.0,28.3,1510.0,343.3448275862069,661.0,129.65217391304347,2038.0,1503.0,25.8,24.3,0.794,497.2706766917293,18,4
2004-04-22,1900-01-01 19:00:00,4.095652173913043,1527.0,35.0,1664.0,357.7617554858934,587.0,137.7826086956522,2238.0,1775.0,23.8,29.5,0.8559,0.0,19,4
2004-04-22,1900-01-01 20:00:00,3.491304347826087,1387.0,22.4,1361.0,343.3613707165109,701.0,130.95652173913044,1932.0,1505.0,22.0,34.8,0.908,470.96992481203006,20,4
2004-04-22,1900-01-01 21:00:00,2.0565217391304347,1158.0,13.5,1100.0,284.975,835.0,106.26086956521739,1659.0,1211.0,20.2,37.4,0.8748,403.23308270676694,21,4
2004-04-22,1900-01-01 22:00:00,1.7956521739130433,1009.0,8.2,907.0,215.4576802507837,982.0,97.8695652173913,1466.0,872.0,19.3,38.8,0.8559,354.593984962406,22,4
2004-04-22,1900-01-01 23:00:00,1.8043478260869565,1026.0,7.8,890.0,194.97492163009403,976.0,96.95652173913044,1467.0,855.0,17.9,43.7,0.8856,354.8421052631579,23,4
2004-04-23,1900-01-01 00:00:00,1.3833333333333335,1119.0,10.0,979.0,187.684375,873.0,86.125,1593.0,1170.0,17.2,47.9,0.9334,386.10526315789474,0,4
2004-04-23,1900-01-01 01:00:00,1.1624999999999999,1000.0,6.6,839.0,154.840625,958.0,71.41666666666667,1467.0,1024.0,16.3,49.7,0.916,354.8421052631579,1,4
2004-04-23,1900-01-01 02:00:00,0.9,866.0,3.4,675.0,116.11598746081505,1155.0,60.333333333333336,1337.0,841.0,16.7,46.5,0.8755,322.5864661654135,2,4
2004-04-23,1900-01-01 03:00:00,0.7000000000000001,848.0,2.8,642.0,114.57692307692308,1202.0,59.5,1325.0,760.0,14.6,53.0,0.8775,319.609022556391,3,4
2004-04-23,1900-01-01 04:00:00,0.5599999999999999,844.0,2.3,608.0,79.02492211838006,1213.0,46.30434782608695,1314.0,803.0,14.1,53.9,0.8633,316.8796992481203,4,4
2004-04-23,1900-01-01 05:00:00,0.6,852.0,2.9,646.0,59.0,1186.0,59.0,1321.0,793.0,14.2,52.2,0.8413,318.61654135338347,5,4
2004-04-23,1900-01-01 06:00:00,0.8,923.0,4.9,757.0,72.0,1041.0,67.0,1418.0,906.0,14.3,55.4,0.9003,342.6842105263158,6,4
2004-04-23,1900-01-01 07:00:00,4.0,1490.0,22.6,1368.0,244.0,627.0,95.0,2119.0,1541.0,14.0,58.0,0.9202,45.45454545454545,7,4
2004-04-23,1900-01-01 08:00:00,5.6,1662.0,31.1,1576.0,351.0,523.0,123.0,2417.0,1861.0,15.4,53.3,0.9289,62.0,8,4
2004-04-23,1900-01-01 09:00:00,5.0,1553.0,22.1,1354.0,358.0,621.0,142.0,2030.0,1895.0,19.1,42.1,0.9233,495.2857142857143,9,4
2004-04-23,1900-01-01 10:00:00,3.2,1423.0,18.3,1247.0,245.0,706.0,142.0,1887.0,1684.0,23.7,31.0,0.8968,459.8045112781955,10,4
2004-04-23,1900-01-01 11:00:00,3.8,1458.0,22.0,1350.0,240.0,677.0,169.0,1947.0,1731.0,26.9,25.7,0.8942,474.69172932330827,11,4
2004-04-23,1900-01-01 12:00:00,3.3,1349.0,20.1,1299.0,179.0,728.0,142.0,1838.0,1402.0,29.7,20.6,0.8478,447.6466165413534,12,4
2004-04-23,1900-01-01 13:00:00,3.0,1326.0,18.9,1265.0,160.0,757.0,136.0,1835.0,1246.0,29.2,21.5,0.8573,446.90225563909775,13,4
2004-04-23,1900-01-01 14:00:00,3.2,1356.0,20.6,1312.0,174.0,729.0,147.0,1865.0,1342.0,29.6,20.1,0.8181,454.3458646616541,14,4
2004-04-23,1900-01-01 15:00:00,4.4,1460.0,25.3,1438.0,260.0,680.0,196.0,1953.0,1489.0,30.0,19.4,0.81,476.18045112781954,15,4
2004-04-23,1900-01-01 16:00:00,4.6,1497.0,25.8,1449.0,281.0,679.0,186.0,1985.0,1532.0,29.5,20.1,0.8136,484.1203007518797,16,4
2004-04-23,1900-01-01 17:00:00,5.2,1645.0,30.6,1566.0,284.0,599.0,177.0,2228.0,1909.0,27.0,26.8,0.9403,58.0,17,4
2004-04-23,1900-01-01 18:00:00,4.8,1557.0,27.1,1483.0,250.0,615.0,164.0,2087.0,1757.0,24.9,30.8,0.954,54.0,18,4
2004-04-23,1900-01-01 19:00:00,5.6,1747.0,32.5,1608.0,281.0,557.0,161.0,2335.0,1983.0,23.1,36.7,1.0244,62.0,19,4
2004-04-23,1900-01-01 20:00:00,4.6,1482.0,20.8,1319.0,230.0,660.0,146.0,1975.0,1703.0,21.5,40.8,1.0333,481.6390977443609,20,4
2004-04-23,1900-01-01 21:00:00,1.8,1211.0,10.9,1010.0,98.0,816.0,98.0,1619.0,1246.0,20.5,41.5,0.9864,392.5563909774436,21,4
2004-04-23,1900-01-01 22:00:00,2.2,1294.0,13.0,1083.0,121.0,770.0,108.0,1687.0,1321.0,19.2,44.9,0.9875,410.18045112781954,22,4
2004-04-23,1900-01-01 23:00:00,2.0,1300.0,11.8,1043.0,110.0,777.0,107.0,1659.0,1375.0,18.8,47.7,1.0221,403.23308270676694,23,4
2004-04-24,1900-01-01 00:00:00,2.8,1402.0,13.4,1098.0,161.0,736.0,113.0,1729.0,1456.0,18.2,49.7,1.0284,420.6015037593985,0,4
2004-04-24,1900-01-01 01:00:00,2.6,1349.0,13.4,1097.0,148.0,707.0,100.0,1763.0,1442.0,16.1,57.4,1.0451,429.0375939849624,1,4
2004-04-24,1900-01-01 02:00:00,1.8,1161.0,9.0,938.0,109.0,827.0,87.0,1597.0,1243.0,16.3,55.3,1.0178,387.09774436090225,2,4
2004-04-24,1900-01-01 03:00:00,1.1,1022.0,5.8,802.0,114.57692307692308,916.0,59.5,1481.0,1078.0,15.7,53.6,0.9483,358.3157894736842,3,4
2004-04-24,1900-01-01 04:00:00,0.5599999999999999,948.0,3.8,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,0.9514,345.6616541353383,4,4
2004-04-24,1900-01-01 05:00:00,0.7,933.0,3.7,697.0,71.0,1045.0,65.0,1403.0,937.0,14.8,57.7,0.9644,338.9624060150376,5,4
2004-04-24,1900-01-01 06:00:00,0.9,1021.0,5.7,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,0.9499,358.812030075188,6,4
2004-04-24,1900-01-01 07:00:00,1.5,1134.0,10.0,979.0,106.0,794.0,73.0,1639.0,1140.0,14.6,56.8,0.9385,397.5187969924812,7,4
2004-04-24,1900-01-01 08:00:00,2.5,1311.0,15.0,1147.0,166.0,681.0,86.0,1838.0,1351.0,16.7,51.9,0.9788,447.6466165413534,8,4
2004-04-24,1900-01-01 09:00:00,3.0,1409.0,15.6,1169.0,188.0,685.0,105.0,1874.0,1459.0,20.0,45.0,1.039,456.57894736842104,9,4
2004-04-24,1900-01-01 10:00:00,2.6,1301.0,12.3,1059.0,161.0,787.0,107.0,1727.0,1297.0,23.9,33.7,0.9837,420.10526315789474,10,4
2004-04-24,1900-01-01 11:00:00,2.6,1354.0,14.4,1130.0,139.0,765.0,114.0,1808.0,1291.0,26.8,29.5,1.0209,440.203007518797,11,4
2004-04-24,1900-01-01 12:00:00,2.6,1391.0,14.6,1136.0,134.0,738.0,105.0,1840.0,1296.0,27.2,32.4,1.1493,448.1428571428571,12,4
2004-04-24,1900-01-01 13:00:00,1.9,1200.0,8.7,929.0,84.0,879.0,74.0,1623.0,972.0,26.9,32.1,1.1217,393.5488721804511,13,4
2004-04-24,1900-01-01 14:00:00,2.0,1338.0,11.0,1016.0,98.0,798.0,95.0,1766.0,1194.0,24.3,41.8,1.2561,429.78195488721803,14,4
2004-04-24,1900-01-01 15:00:00,1.7,1223.0,9.0,938.0,91.0,884.0,89.0,1610.0,880.0,25.6,36.0,1.1629,390.3233082706767,15,4
2004-04-24,1900-01-01 16:00:00,1.9,1278.0,10.7,1003.0,99.0,845.0,95.0,1691.0,909.0,27.0,31.8,1.1176,411.17293233082705,16,4
2004-04-24,1900-01-01 17:00:00,1.8,1257.0,9.9,973.0,90.0,860.0,93.0,1634.0,839.0,27.5,31.6,1.1417,396.2781954887218,17,4
2004-04-24,1900-01-01 18:00:00,2.8,1497.0,15.7,1171.0,147.0,725.0,123.0,1899.0,1248.0,24.9,38.1,1.1838,462.78195488721803,18,4
2004-04-24,1900-01-01 19:00:00,3.5,1567.0,19.4,1280.0,177.0,661.0,134.0,1970.0,1476.0,23.4,39.7,1.1276,480.3984962406015,19,4
2004-04-24,1900-01-01 20:00:00,3.4,1503.0,16.8,1203.0,162.0,651.0,126.0,1863.0,1502.0,21.2,50.8,1.2631,453.8496240601504,20,4
2004-04-24,1900-01-01 21:00:00,2.0,1169.0,6.8,850.0,88.0,906.0,79.0,1584.0,873.0,15.6,73.5,1.2953,383.8721804511278,21,4
2004-04-24,1900-01-01 22:00:00,1.1,1007.0,3.0,650.0,53.0,1157.0,54.0,1404.0,528.0,12.9,79.7,1.1774,424.0,22,4
2004-04-24,1900-01-01 23:00:00,1.3,1004.0,3.2,667.0,68.0,1157.0,69.0,1365.0,492.0,11.5,76.9,1.0436,396.0792079207921,23,4
2004-04-25,1900-01-01 00:00:00,1.2,967.0,3.1,661.0,61.0,1181.0,67.0,1321.0,463.0,12.2,66.8,0.9455,386.6039603960396,0,4
2004-04-25,1900-01-01 01:00:00,1.3,984.0,3.9,707.0,71.0,1131.0,73.0,1359.0,494.0,12.4,64.1,0.9209,396.73267326732673,1,4
2004-04-25,1900-01-01 02:00:00,1.0,931.0,3.6,689.0,63.0,1161.0,73.0,1317.0,503.0,12.7,58.7,0.8605,399.6732673267327,2,4
2004-04-25,1900-01-01 03:00:00,1.3,966.0,4.5,737.0,114.57692307692308,1083.0,59.5,1363.0,581.0,12.6,58.6,0.8529,477.0,3,4
2004-04-25,1900-01-01 04:00:00,0.5599999999999999,777.0,1.2,521.0,23.0,1535.0,33.0,1121.0,350.0,12.5,51.2,0.7374,349.6831683168317,4,4
2004-04-25,1900-01-01 05:00:00,0.3,763.0,0.7,471.0,14.0,1783.0,20.0,1098.0,305.0,12.5,50.9,0.7346,334.980198019802,5,4
2004-04-25,1900-01-01 06:00:00,0.5,804.0,1.1,505.0,34.0,1718.0,37.0,1148.0,329.0,12.8,49.3,0.7285,342.8217821782178,6,4
2004-04-25,1900-01-01 07:00:00,0.6,830.0,1.4,535.0,42.0,1496.0,50.0,1184.0,375.0,13.5,48.6,0.7487,357.8514851485148,7,4
2004-04-25,1900-01-01 08:00:00,0.6,833.0,1.6,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,0.7476,357.1980198019802,8,4
2004-04-25,1900-01-01 09:00:00,0.8,875.0,2.3,603.0,48.0,1370.0,48.0,1206.0,385.0,15.1,43.9,0.7487,361.1188118811881,9,4
2004-04-25,1900-01-01 10:00:00,1.0,882.0,2.5,621.0,61.0,1346.0,56.0,1216.0,403.0,16.6,38.6,0.7236,367.0,10,4
2004-04-25,1900-01-01 11:00:00,0.9,862.0,2.7,635.0,58.0,1320.0,58.0,1193.0,393.0,17.2,35.0,0.6789,363.73267326732673,11,4
2004-04-25,1900-01-01 12:00:00,1.0,863.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683,362.0990099009901,12,4
2004-04-25,1900-01-01 13:00:00,0.8,830.0,2.2,596.0,54.0,1389.0,52.0,1145.0,371.0,17.9,30.7,0.6234,356.54455445544556,13,4
2004-04-25,1900-01-01 14:00:00,0.7,807.0,2.0,584.0,41.0,1488.0,44.0,1104.0,347.0,18.3,27.2,0.5675,348.7029702970297,14,4
2004-04-25,1900-01-01 15:00:00,0.9,873.0,3.4,675.0,57.0,1343.0,59.0,1181.0,396.0,19.4,25.7,0.5738,364.71287128712873,15,4
2004-04-25,1900-01-01 16:00:00,1.3,931.0,4.5,739.0,83.0,1274.0,74.0,1219.0,474.0,20.2,24.1,0.563,390.1980198019802,16,4
2004-04-25,1900-01-01 17:00:00,1.4,918.0,4.7,748.0,81.0,1228.0,76.0,1219.0,505.0,19.6,24.9,0.5625,401.0,17,4
2004-04-25,1900-01-01 18:00:00,1.5,1001.0,6.0,811.0,98.0,1122.0,83.0,1344.0,625.0,18.5,27.8,0.5843,324.3233082706767,18,4
2004-04-25,1900-01-01 19:00:00,2.7,1169.0,11.7,1039.0,124.0,883.0,100.0,1550.0,941.0,17.8,30.3,0.6129,375.43609022556393,19,4
2004-04-25,1900-01-01 20:00:00,2.5,1085.0,8.2,907.0,133.0,976.0,101.0,1419.0,893.0,16.6,34.0,0.6353,342.9323308270677,20,4
2004-04-25,1900-01-01 21:00:00,1.4,940.0,5.1,769.0,100.0,1103.0,90.0,1310.0,731.0,15.5,37.0,0.6447,315.8872180451128,21,4
2004-04-25,1900-01-01 22:00:00,2.8,1126.0,13.0,1083.0,116.0,875.0,93.0,1654.0,955.0,14.8,39.5,0.6595,401.9924812030075,22,4
2004-04-25,1900-01-01 23:00:00,2.1,978.0,7.0,858.0,102.0,1013.0,79.0,1379.0,761.0,14.5,42.0,0.6896,333.0075187969925,23,4
2004-04-26,1900-01-01 00:00:00,1.1,893.0,3.9,703.0,55.0,1192.0,57.0,1283.0,515.0,14.1,44.9,0.7206,411.0,0,4
2004-04-26,1900-01-01 01:00:00,0.7,838.0,2.2,601.0,33.0,1361.0,43.0,1220.0,434.0,14.2,45.5,0.7333,377.1287128712871,1,4
2004-04-26,1900-01-01 02:00:00,0.4,803.0,1.3,527.0,17.0,1513.0,25.0,1152.0,369.0,14.1,45.3,0.7247,355.8910891089109,2,4
2004-04-26,1900-01-01 03:00:00,0.3,775.0,0.8,477.0,114.57692307692308,1722.0,59.5,1115.0,335.0,14.0,44.3,0.7038,344.7821782178218,3,4
2004-04-26,1900-01-01 04:00:00,0.5599999999999999,767.0,0.6,454.0,10.0,1826.0,17.0,1091.0,319.0,14.1,43.0,0.689,339.55445544554453,4,4
2004-04-26,1900-01-01 05:00:00,0.4,809.0,1.2,521.0,35.0,1575.0,44.0,1158.0,378.0,13.9,43.9,0.6923,358.83168316831683,5,4
2004-04-26,1900-01-01 06:00:00,0.8,898.0,3.4,676.0,70.0,1271.0,72.0,1307.0,517.0,14.0,43.8,0.6959,413.0,6,4
2004-04-26,1900-01-01 07:00:00,1.9,1053.0,7.5,880.0,116.0,982.0,91.0,1464.0,786.0,14.4,43.6,0.7113,354.09774436090225,7,4
2004-04-26,1900-01-01 08:00:00,2.1,1033.0,8.9,934.0,134.0,917.0,89.0,1490.0,844.0,15.0,41.7,0.7093,360.5488721804511,8,4
2004-04-26,1900-01-01 09:00:00,1.4,941.0,5.3,780.0,113.0,1080.0,84.0,1343.0,720.0,16.3,38.4,0.7052,324.0751879699248,9,4
2004-04-26,1900-01-01 10:00:00,1.4,941.0,5.4,782.0,110.0,1102.0,83.0,1328.0,668.0,18.3,32.3,0.676,320.3533834586466,10,4
2004-04-26,1900-01-01 11:00:00,1.3,917.0,5.2,772.0,98.0,1098.0,78.0,1311.0,605.0,18.8,31.7,0.6821,316.1353383458647,11,4
2004-04-26,1900-01-01 12:00:00,1.5,977.0,6.6,837.0,96.0,1038.0,80.0,1413.0,646.0,19.6,30.9,0.6968,341.4436090225564,12,4
2004-04-26,1900-01-01 13:00:00,1.6,994.0,6.9,851.0,95.0,1018.0,75.0,1436.0,640.0,20.2,30.7,0.7176,347.1503759398496,13,4
